month,customer_id,segment_id,plant_id,currency,volume_t,net_sales_local,net_sales_eur,orders,deliveries,freight_local,freight_eur,order_handling_local,order_handling_eur
2025-07,C010,S1,P1,EUR,1919.29,1759819.84,1759819.84,72,78,31512.0,31512.0,65160.0,65160.0
2025-08,C010,S1,P1,EUR,2246.4,2068124.82,2068124.82,84,92,37168.0,37168.0,76020.0,76020.0
2025-09,C010,S1,P1,EUR,2311.41,2122108.6,2122108.6,87,94,37976.0,37976.0,78735.0,78735.0
2025-10,C010,S1,P1,EUR,2359.91,2176162.05,2176162.05,89,96,38784.0,38784.0,80545.0,80545.0
2025-11,C010,S1,P1,EUR,2581.79,2391752.74,2391752.74,97,106,42824.0,42824.0,87785.0,87785.0
2025-12,C010,S1,P1,EUR,2380.41,2185506.9,2185506.9,90,97,39188.0,39188.0,81450.0,81450.0
2024-01,C011,S1,P3,SEK,941.96,10207687.98,891073.11,37,50,220000.0,19204.75,371850.0,32460.39
2024-02,C011,S1,P3,SEK,871.22,9454060.53,826533.94,34,46,202400.0,17695.09,341700.0,29873.58
2024-03,C011,S1,P3,SEK,908.85,9812871.27,859865.52,36,48,211200.0,18506.67,361800.0,31703.19
2024-04,C011,S1,P3,SEK,892.36,9688239.93,844408.8,35,47,206800.0,18024.3,351750.0,30657.87
2024-05,C011,S1,P3,SEK,884.02,9637550.66,843202.42,35,47,206800.0,18093.21,351750.0,30775.09
2024-06,C011,S1,P3,SEK,992.36,10726650.26,939837.76,39,53,233200.0,20432.3,391950.0,34341.51
2024-07,C011,S1,P3,SEK,867.21,9390393.34,828296.14,34,46,202400.0,17853.05,341700.0,30140.25
2024-08,C011,S1,P3,SEK,996.87,10871186.79,949282.81,39,53,233200.0,20363.26,391950.0,34225.46
2024-09,C011,S1,P3,SEK,923.53,9942920.21,872721.87,36,49,215600.0,18923.9,361800.0,31756.34
2024-10,C011,S1,P3,SEK,1022.13,11152735.47,977666.93,40,54,237600.0,20828.4,402000.0,35239.97
2024-11,C011,S1,P3,SEK,1061.05,11466925.64,999427.0,42,56,246400.0,21475.57,422100.0,36789.12
2024-12,C011,S1,P3,SEK,950.87,10315150.75,903094.97,37,51,224400.0,19646.3,371850.0,32555.59
2025-01,C011,S1,P3,SEK,1087.53,11356410.23,954095.69,43,58,267960.0,22512.35,445050.0,37390.36
2025-02,C011,S1,P3,SEK,1120.8,11764985.64,991127.91,44,60,277200.0,23352.4,455400.0,38364.66
2025-03,C011,S1,P3,SEK,1111.7,11701083.98,981165.38,44,59,272580.0,22856.52,455400.0,38186.44
2025-04,C011,S1,P3,SEK,1044.58,11003919.96,929699.22,41,56,258720.0,21858.74,424350.0,35852.48
2025-05,C011,S1,P3,SEK,1213.39,12742276.41,1069539.22,47,64,295680.0,24818.28,486450.0,40830.8
2025-06,C011,S1,P3,SEK,1086.94,11502371.56,971098.6,43,58,267960.0,22622.78,445050.0,37573.77
2025-07,C011,S1,P3,SEK,964.63,10103400.78,848925.4,38,51,235620.0,19797.67,393300.0,33046.53
2025-08,C011,S1,P3,SEK,1047.93,11072932.53,941391.78,41,56,258720.0,21995.7,424350.0,36077.13
2025-09,C011,S1,P3,SEK,1062.59,11145352.76,935483.7,42,56,258720.0,21715.63,434700.0,36486.49
2025-10,C011,S1,P3,SEK,1140.28,11961520.36,1008117.89,45,61,281820.0,23751.81,465750.0,39253.45
2025-11,C011,S1,P3,SEK,1241.61,13002430.8,1095615.06,49,66,304920.0,25693.27,507150.0,42733.64
2025-12,C011,S1,P3,SEK,1201.45,12634581.15,1065876.57,47,64,295680.0,24944.11,486450.0,41037.82
2024-01,C012,S4,P2,EUR,1384.56,1651862.77,1651862.77,31,58,22330.0,22330.0,27280.0,27280.0
2024-02,C012,S4,P2,EUR,1442.32,1716462.91,1716462.91,33,60,23100.0,23100.0,29040.0,29040.0
2024-03,C012,S4,P2,EUR,1743.21,2076898.17,2076898.17,39,72,27720.0,27720.0,34320.0,34320.0
2024-04,C012,S4,P2,EUR,1439.06,1701742.23,1701742.23,32,60,23100.0,23100.0,28160.0,28160.0
2024-05,C012,S4,P2,EUR,1600.64,1913702.41,1913702.41,36,67,25795.0,25795.0,31680.0,31680.0
2024-06,C012,S4,P2,EUR,1598.41,1892756.38,1892756.38,36,66,25410.0,25410.0,31680.0,31680.0
2024-07,C012,S4,P2,EUR,1206.07,1442402.43,1442402.43,27,50,19250.0,19250.0,23760.0,23760.0
2024-08,C012,S4,P2,EUR,1401.04,1674261.32,1674261.32,32,58,22330.0,22330.0,28160.0,28160.0
2024-09,C012,S4,P2,EUR,1593.4,1896514.61,1896514.61,36,66,25410.0,25410.0,31680.0,31680.0
2024-10,C012,S4,P2,EUR,1536.32,1834375.01,1834375.01,35,64,24640.0,24640.0,30800.0,30800.0
2024-11,C012,S4,P2,EUR,1755.53,2092083.31,2092083.31,40,73,28105.0,28105.0,35200.0,35200.0
2024-12,C012,S4,P2,EUR,1588.26,1881874.69,1881874.69,36,66,25410.0,25410.0,31680.0,31680.0
2025-01,C012,S4,P2,EUR,1536.42,1764587.81,1764587.81,35,64,25856.0,25856.0,31675.0,31675.0
2025-02,C012,S4,P2,EUR,1498.31,1714775.82,1714775.82,34,62,25048.0,25048.0,30770.0,30770.0
2025-03,C012,S4,P2,EUR,1817.88,2101134.62,2101134.62,41,76,30704.0,30704.0,37105.0,37105.0
2025-04,C012,S4,P2,EUR,1613.93,1855796.89,1855796.89,36,67,27068.0,27068.0,32580.0,32580.0
2025-05,C012,S4,P2,EUR,1514.63,1737541.54,1737541.54,34,63,25452.0,25452.0,30770.0,30770.0
2025-06,C012,S4,P2,EUR,1586.85,1817128.25,1817128.25,36,66,26664.0,26664.0,32580.0,32580.0
2025-07,C012,S4,P2,EUR,1476.12,1695337.81,1695337.81,33,61,24644.0,24644.0,29865.0,29865.0
2025-08,C012,S4,P2,EUR,1648.77,1898745.53,1898745.53,37,69,27876.0,27876.0,33485.0,33485.0
2025-09,C012,S4,P2,EUR,1620.11,1864729.7,1864729.7,37,67,27068.0,27068.0,33485.0,33485.0
2025-10,C012,S4,P2,EUR,1784.05,2053785.24,2053785.24,40,74,29896.0,29896.0,36200.0,36200.0
2025-11,C012,S4,P2,EUR,1728.04,1996449.14,1996449.14,39,72,29088.0,29088.0,35295.0,35295.0
2025-12,C012,S4,P2,EUR,1883.77,2158526.19,2158526.19,43,78,31512.0,31512.0,38915.0,38915.0
2024-01,C013,S2,P2,EUR,646.64,627847.73,627847.73,17,34,13090.0,13090.0,14960.0,14960.0
2024-02,C013,S2,P2,EUR,651.66,625594.56,625594.56,17,34,13090.0,13090.0,14960.0,14960.0
2024-03,C013,S2,P2,EUR,694.13,662959.53,662959.53,18,37,14245.0,14245.0,15840.0,15840.0
2024-04,C013,S2,P2,EUR,696.23,670804.12,670804.12,18,37,14245.0,14245.0,15840.0,15840.0
2024-05,C013,S2,P2,EUR,708.53,675136.71,675136.71,18,37,14245.0,14245.0,15840.0,15840.0
2024-06,C013,S2,P2,EUR,619.61,598186.82,598186.82,16,33,12705.0,12705.0,14080.0,14080.0
2024-07,C013,S2,P2,EUR,620.48,596656.37,596656.37,16,33,12705.0,12705.0,14080.0,14080.0
2024-08,C013,S2,P2,EUR,621.05,597679.14,597679.14,16,33,12705.0,12705.0,14080.0,14080.0
2024-09,C013,S2,P2,EUR,708.88,684506.02,684506.02,18,37,14245.0,14245.0,15840.0,15840.0
2024-10,C013,S2,P2,EUR,672.5,645735.41,645735.41,17,35,13475.0,13475.0,14960.0,14960.0
2024-11,C013,S2,P2,EUR,718.73,689018.29,689018.29,19,38,14630.0,14630.0,16720.0,16720.0
2024-12,C013,S2,P2,EUR,755.86,726723.65,726723.65,19,40,15400.0,15400.0,16720.0,16720.0
2025-01,C013,S2,P2,EUR,627.46,576606.64,576606.64,16,33,13332.0,13332.0,14480.0,14480.0
2025-02,C013,S2,P2,EUR,646.44,600738.93,600738.93,17,34,13736.0,13736.0,15385.0,15385.0
2025-03,C013,S2,P2,EUR,731.41,679949.72,679949.72,19,38,15352.0,15352.0,17195.0,17195.0
2025-04,C013,S2,P2,EUR,755.86,701656.96,701656.96,19,40,16160.0,16160.0,17195.0,17195.0
2025-05,C013,S2,P2,EUR,771.81,716270.42,716270.42,20,41,16564.0,16564.0,18100.0,18100.0
2025-06,C013,S2,P2,EUR,729.11,675452.58,675452.58,19,38,15352.0,15352.0,17195.0,17195.0
2025-07,C013,S2,P2,EUR,577.49,541070.54,541070.54,15,30,12120.0,12120.0,13575.0,13575.0
2025-08,C013,S2,P2,EUR,679.12,630618.05,630618.05,18,36,14544.0,14544.0,16290.0,16290.0
2025-09,C013,S2,P2,EUR,762.51,709136.95,709136.95,20,40,16160.0,16160.0,18100.0,18100.0
2025-10,C013,S2,P2,EUR,742.53,687065.33,687065.33,19,39,15756.0,15756.0,17195.0,17195.0
2025-11,C013,S2,P2,EUR,773.05,717727.91,717727.91,20,41,16564.0,16564.0,18100.0,18100.0
2025-12,C013,S2,P2,EUR,748.32,697079.32,697079.32,19,39,15756.0,15756.0,17195.0,17195.0
2024-01,C014,S2,P1,EUR,1340.23,1286167.19,1286167.19,42,69,26565.0,26565.0,36960.0,36960.0
2024-02,C014,S2,P1,EUR,1174.49,1126784.25,1126784.25,37,60,23100.0,23100.0,32560.0,32560.0
2024-03,C014,S2,P1,EUR,1331.89,1277753.76,1277753.76,42,68,26180.0,26180.0,36960.0,36960.0
2024-04,C014,S2,P1,EUR,1225.47,1173139.86,1173139.86,39,63,24255.0,24255.0,34320.0,34320.0
2024-05,C014,S2,P1,EUR,1266.5,1211806.5,1211806.5,40,65,25025.0,25025.0,35200.0,35200.0
2024-06,C014,S2,P1,EUR,1080.48,1028079.02,1028079.02,34,55,21175.0,21175.0,29920.0,29920.0
2024-07,C014,S2,P1,EUR,1025.17,979248.55,979248.55,32,53,20405.0,20405.0,28160.0,28160.0
2024-08,C014,S2,P1,EUR,1263.5,1210738.94,1210738.94,40,65,25025.0,25025.0,35200.0,35200.0
2024-09,C014,S2,P1,EUR,1191.77,1137384.66,1137384.66,37,61,23485.0,23485.0,32560.0,32560.0
2024-10,C014,S2,P1,EUR,1287.55,1224844.43,1224844.43,40,66,25410.0,25410.0,35200.0,35200.0
2024-11,C014,S2,P1,EUR,1367.31,1300289.3,1300289.3,43,70,26950.0,26950.0,37840.0,37840.0
2024-12,C014,S2,P1,EUR,1271.77,1214070.43,1214070.43,40,65,25025.0,25025.0,35200.0,35200.0
2025-01,C014,S2,P1,EUR,1009.75,933551.21,933551.21,32,52,21008.0,21008.0,28960.0,28960.0
2025-02,C014,S2,P1,EUR,1185.75,1094600.05,1094600.05,37,61,24644.0,24644.0,33485.0,33485.0
2025-03,C014,S2,P1,EUR,1200.23,1099826.42,1099826.42,38,61,24644.0,24644.0,34390.0,34390.0
2025-04,C014,S2,P1,EUR,1331.2,1223858.3,1223858.3,42,68,27472.0,27472.0,38010.0,38010.0
2025-05,C014,S2,P1,EUR,1260.46,1161132.17,1161132.17,40,65,26260.0,26260.0,36200.0,36200.0
2025-06,C014,S2,P1,EUR,1267.9,1162606.79,1162606.79,40,65,26260.0,26260.0,36200.0,36200.0
2025-07,C014,S2,P1,EUR,1104.24,1011910.86,1011910.86,35,57,23028.0,23028.0,31675.0,31675.0
2025-08,C014,S2,P1,EUR,1203.9,1109926.38,1109926.38,38,62,25048.0,25048.0,34390.0,34390.0
2025-09,C014,S2,P1,EUR,1297.37,1204863.64,1204863.64,41,66,26664.0,26664.0,37105.0,37105.0
2025-10,C014,S2,P1,EUR,1257.22,1162979.44,1162979.44,40,64,25856.0,25856.0,36200.0,36200.0
2025-11,C014,S2,P1,EUR,1299.0,1201764.89,1201764.89,41,67,27068.0,27068.0,37105.0,37105.0
2025-12,C014,S2,P1,EUR,1295.2,1191611.61,1191611.61,41,66,26664.0,26664.0,37105.0,37105.0
2024-01,C015,S2,P2,EUR,1187.36,1120263.71,1120263.71,27,77,29645.0,29645.0,23760.0,23760.0
2024-02,C015,S2,P2,EUR,1020.26,968482.03,968482.03,23,66,25410.0,25410.0,20240.0,20240.0
2024-03,C015,S2,P2,EUR,1076.39,1006628.52,1006628.52,25,70,26950.0,26950.0,22000.0,22000.0
2024-04,C015,S2,P2,EUR,1108.83,1049865.0,1049865.0,25,72,27720.0,27720.0,22000.0,22000.0
2024-05,C015,S2,P2,EUR,1133.9,1067526.55,1067526.55,26,73,28105.0,28105.0,22880.0,22880.0
2024-06,C015,S2,P2,EUR,1146.86,1078463.85,1078463.85,26,74,28490.0,28490.0,22880.0,22880.0
2024-07,C015,S2,P2,EUR,943.29,885817.54,885817.54,22,61,23485.0,23485.0,19360.0,19360.0
2024-08,C015,S2,P2,EUR,1088.55,1026031.18,1026031.18,25,70,26950.0,26950.0,22000.0,22000.0
2024-09,C015,S2,P2,EUR,1076.37,1017473.55,1017473.55,25,70,26950.0,26950.0,22000.0,22000.0
2024-10,C015,S2,P2,EUR,1094.34,1036928.43,1036928.43,25,71,27335.0,27335.0,22000.0,22000.0
2024-11,C015,S2,P2,EUR,1219.15,1149414.76,1149414.76,28,79,30415.0,30415.0,24640.0,24640.0
2024-12,C015,S2,P2,EUR,1098.44,1038783.68,1038783.68,25,71,27335.0,27335.0,22000.0,22000.0
2025-01,C015,S2,P2,EUR,1084.87,995823.0,995823.0,25,70,28280.0,28280.0,22625.0,22625.0
2025-02,C015,S2,P2,EUR,1007.27,916815.4,916815.4,23,65,26260.0,26260.0,20815.0,20815.0
2025-03,C015,S2,P2,EUR,1039.77,942518.82,942518.82,24,67,27068.0,27068.0,21720.0,21720.0
2025-04,C015,S2,P2,EUR,1093.99,992611.9,992611.9,25,71,28684.0,28684.0,22625.0,22625.0
2025-05,C015,S2,P2,EUR,968.73,882446.17,882446.17,22,63,25452.0,25452.0,19910.0,19910.0
2025-06,C015,S2,P2,EUR,1060.81,962412.4,962412.4,24,69,27876.0,27876.0,21720.0,21720.0
2025-07,C015,S2,P2,EUR,1000.31,905071.71,905071.71,23,65,26260.0,26260.0,20815.0,20815.0
2025-08,C015,S2,P2,EUR,1137.7,1045539.5,1045539.5,26,74,29896.0,29896.0,23530.0,23530.0
2025-09,C015,S2,P2,EUR,983.8,901933.85,901933.85,22,64,25856.0,25856.0,19910.0,19910.0
2025-10,C015,S2,P2,EUR,1065.61,972565.67,972565.67,24,69,27876.0,27876.0,21720.0,21720.0
2025-11,C015,S2,P2,EUR,1213.6,1108772.88,1108772.88,28,79,31916.0,31916.0,25340.0,25340.0
2025-12,C015,S2,P2,EUR,1019.63,923061.5,923061.5,23,66,26664.0,26664.0,20815.0,20815.0
2024-01,C016,S3,P3,SEK,684.87,7271080.5,634723.98,40,45,198000.0,17284.27,402000.0,35092.31
2024-02,C016,S3,P3,SEK,623.38,6610628.03,577943.04,37,41,180400.0,15771.71,371850.0,32509.49
2024-03,C016,S3,P3,SEK,742.5,7849787.01,687847.72,44,48,211200.0,18506.67,442200.0,38748.35
2024-04,C016,S3,P3,SEK,719.3,7634357.13,665396.23,42,47,206800.0,18024.3,422100.0,36789.44
2024-05,C016,S3,P3,SEK,715.93,7610884.9,665886.67,42,47,206800.0,18093.21,422100.0,36930.1
2024-06,C016,S3,P3,SEK,660.75,6967985.97,610514.57,39,43,189200.0,16577.15,391950.0,34341.51
2024-07,C016,S3,P3,SEK,555.08,5873213.38,518057.1,33,36,158400.0,13971.95,331650.0,29253.77
2024-08,C016,S3,P3,SEK,650.54,6941345.64,606125.19,38,42,184800.0,16136.92,381900.0,33347.89
2024-09,C016,S3,P3,SEK,702.43,7445022.36,653473.39,41,46,202400.0,17765.29,412050.0,36166.94
2024-10,C016,S3,P3,SEK,720.58,7593258.91,665637.42,43,47,206800.0,18128.42,432150.0,37882.97
2024-11,C016,S3,P3,SEK,728.83,7664790.54,668042.93,43,47,206800.0,18024.14,432150.0,37665.05
2024-12,C016,S3,P3,SEK,696.52,7401338.6,647989.72,41,45,198000.0,17334.97,412050.0,36075.12
2025-01,C016,S3,P3,SEK,717.1,7753338.56,651387.79,42,47,217140.0,18242.77,434700.0,36520.82
2025-02,C016,S3,P3,SEK,661.51,7109815.46,598958.36,39,43,198660.0,16735.89,403650.0,34005.04
2025-03,C016,S3,P3,SEK,785.39,8410112.5,705209.13,46,51,235620.0,19757.33,476100.0,39922.18
2025-04,C016,S3,P3,SEK,678.18,7298655.16,616648.8,40,44,203280.0,17174.72,414000.0,34978.03
2025-05,C016,S3,P3,SEK,758.71,8165395.86,685372.92,45,49,226380.0,19001.49,465750.0,39093.32
2025-06,C016,S3,P3,SEK,760.13,8171965.88,689925.95,45,50,231000.0,19502.39,465750.0,39321.38
2025-07,C016,S3,P3,SEK,596.3,6390275.74,536934.79,35,39,180180.0,15139.4,362250.0,30437.6
2025-08,C016,S3,P3,SEK,697.17,7482355.19,636130.28,41,45,207900.0,17675.11,424350.0,36077.13
2025-09,C016,S3,P3,SEK,705.64,7560306.24,634573.3,42,46,212520.0,17837.84,434700.0,36486.49
2025-10,C016,S3,P3,SEK,817.53,8843579.83,745337.61,48,53,244860.0,20636.82,496800.0,41870.34
2025-11,C016,S3,P3,SEK,742.39,7980830.53,672483.34,44,48,221760.0,18686.01,455400.0,38373.06
2025-12,C016,S3,P3,SEK,706.68,7583499.18,639757.98,42,46,212520.0,17928.58,434700.0,36672.09
2024-01,C017,S1,P3,SEK,419.54,4881706.09,426145.18,25,31,136400.0,11906.94,251250.0,21932.7
2024-02,C017,S1,P3,SEK,386.63,4488370.42,392401.81,23,29,127600.0,11155.6,231150.0,20208.6
2024-03,C017,S1,P3,SEK,434.95,5047237.57,442270.71,26,32,140800.0,12337.78,261300.0,22896.75
2024-04,C017,S1,P3,SEK,401.09,4630548.11,403589.88,24,30,132000.0,11504.87,241200.0,21022.54
2024-05,C017,S1,P3,SEK,446.01,5179612.76,453171.37,27,33,145200.0,12703.75,271350.0,23740.78
2024-06,C017,S1,P3,SEK,393.91,4548971.78,398567.62,24,29,127600.0,11179.94,241200.0,21133.24
2024-07,C017,S1,P3,SEK,362.32,4210104.2,371359.64,22,27,118800.0,10478.96,221100.0,19502.51
2024-08,C017,S1,P3,SEK,390.09,4501556.98,393080.42,23,29,127600.0,11142.16,231150.0,20184.25
2024-09,C017,S1,P3,SEK,406.55,4674158.4,410265.81,24,30,132000.0,11586.06,241200.0,21170.89
2024-10,C017,S1,P3,SEK,418.09,4853112.73,425431.75,25,31,136400.0,11957.05,251250.0,22024.98
2024-11,C017,S1,P3,SEK,448.23,5203118.45,453490.08,27,33,145200.0,12655.25,271350.0,23650.15
2024-12,C017,S1,P3,SEK,461.8,5372841.04,470394.07,28,34,149600.0,13097.53,281400.0,24636.67
2025-01,C017,S1,P3,SEK,385.46,4547446.23,382048.44,23,29,133980.0,11256.18,238050.0,19999.5
2025-02,C017,S1,P3,SEK,398.83,4704471.16,396322.85,24,30,138600.0,11676.2,248400.0,20926.18
2025-03,C017,S1,P3,SEK,406.88,4798642.83,402378.29,24,30,138600.0,11621.96,248400.0,20828.97
2025-04,C017,S1,P3,SEK,414.45,4891412.83,413265.7,25,31,143220.0,12100.37,258750.0,21861.27
2025-05,C017,S1,P3,SEK,416.03,4893548.3,410746.22,25,31,143220.0,12021.35,258750.0,21718.51
2025-06,C017,S1,P3,SEK,433.78,5100148.33,430584.85,26,32,147840.0,12481.53,269100.0,22719.02
2025-07,C017,S1,P3,SEK,357.04,4195365.74,352510.27,21,26,120120.0,10092.93,217350.0,18262.56
2025-08,C017,S1,P3,SEK,384.85,4515025.36,383855.65,23,29,133980.0,11390.63,238050.0,20238.39
2025-09,C017,S1,P3,SEK,407.04,4792362.23,402246.28,24,30,138600.0,11633.37,248400.0,20849.42
2025-10,C017,S1,P3,SEK,446.76,5278747.97,444893.3,27,33,152460.0,12849.34,279450.0,23552.07
2025-11,C017,S1,P3,SEK,464.39,5489164.45,462529.76,28,34,157080.0,13235.93,289800.0,24419.22
2025-12,C017,S1,P3,SEK,448.59,5274416.7,444959.52,27,33,152460.0,12861.81,279450.0,23574.92
2024-01,C018,S4,P2,EUR,239.09,295186.3,295186.3,23,22,8470.0,8470.0,20240.0,20240.0
2024-02,C018,S4,P2,EUR,243.72,301914.26,301914.26,24,23,8855.0,8855.0,21120.0,21120.0
2024-03,C018,S4,P2,EUR,273.83,338518.2,338518.2,27,26,10010.0,10010.0,23760.0,23760.0
2024-04,C018,S4,P2,EUR,248.51,309115.42,309115.42,24,23,8855.0,8855.0,21120.0,21120.0
2024-05,C018,S4,P2,EUR,223.1,275837.03,275837.03,22,21,8085.0,8085.0,19360.0,19360.0
2024-06,C018,S4,P2,EUR,226.54,281183.26,281183.26,22,21,8085.0,8085.0,19360.0,19360.0
2024-07,C018,S4,P2,EUR,195.79,241971.73,241971.73,19,18,6930.0,6930.0,16720.0,16720.0
2024-08,C018,S4,P2,EUR,238.7,294093.57,294093.57,23,22,8470.0,8470.0,20240.0,20240.0
2024-09,C018,S4,P2,EUR,260.62,322757.03,322757.03,25,24,9240.0,9240.0,22000.0,22000.0
2024-10,C018,S4,P2,EUR,269.03,333180.94,333180.94,26,25,9625.0,9625.0,22880.0,22880.0
2024-11,C018,S4,P2,EUR,249.46,306451.95,306451.95,24,23,8855.0,8855.0,21120.0,21120.0
2024-12,C018,S4,P2,EUR,256.82,315885.86,315885.86,25,24,9240.0,9240.0,22000.0,22000.0
2025-01,C018,S4,P2,EUR,261.85,314832.72,314832.72,25,25,10100.0,10100.0,22625.0,22625.0
2025-02,C018,S4,P2,EUR,239.9,285959.09,285959.09,23,22,8888.0,8888.0,20815.0,20815.0
2025-03,C018,S4,P2,EUR,282.44,335967.76,335967.76,27,26,10504.0,10504.0,24435.0,24435.0
2025-04,C018,S4,P2,EUR,225.56,270626.54,270626.54,22,21,8484.0,8484.0,19910.0,19910.0
2025-05,C018,S4,P2,EUR,258.59,307355.04,307355.04,25,24,9696.0,9696.0,22625.0,22625.0
2025-06,C018,S4,P2,EUR,235.79,281802.37,281802.37,23,22,8888.0,8888.0,20815.0,20815.0
2025-07,C018,S4,P2,EUR,216.99,257876.69,257876.69,21,20,8080.0,8080.0,19005.0,19005.0
2025-08,C018,S4,P2,EUR,244.67,292568.04,292568.04,24,23,9292.0,9292.0,21720.0,21720.0
2025-09,C018,S4,P2,EUR,272.95,325750.04,325750.04,27,26,10504.0,10504.0,24435.0,24435.0
2025-10,C018,S4,P2,EUR,280.05,335668.27,335668.27,27,26,10504.0,10504.0,24435.0,24435.0
2025-11,C018,S4,P2,EUR,290.41,347094.48,347094.48,28,27,10908.0,10908.0,25340.0,25340.0
2025-12,C018,S4,P2,EUR,251.99,300820.05,300820.05,25,24,9696.0,9696.0,22625.0,22625.0
2024-01,C019,S2,P2,EUR,549.33,536868.08,536868.08,39,41,15785.0,15785.0,34320.0,34320.0
2024-02,C019,S2,P2,EUR,532.1,515809.04,515809.04,38,40,15400.0,15400.0,33440.0,33440.0
2024-03,C019,S2,P2,EUR,560.21,539059.91,539059.91,40,42,16170.0,16170.0,35200.0,35200.0
2024-04,C019,S2,P2,EUR,582.57,562276.33,562276.33,42,44,16940.0,16940.0,36960.0,36960.0
2024-05,C019,S2,P2,EUR,521.97,502400.77,502400.77,37,39,15015.0,15015.0,32560.0,32560.0
2024-06,C019,S2,P2,EUR,562.66,547352.72,547352.72,40,42,16170.0,16170.0,35200.0,35200.0
2024-07,C019,S2,P2,EUR,479.59,465304.18,465304.18,34,36,13860.0,13860.0,29920.0,29920.0
2024-08,C019,S2,P2,EUR,549.69,531883.95,531883.95,39,41,15785.0,15785.0,34320.0,34320.0
2024-09,C019,S2,P2,EUR,580.29,563506.15,563506.15,41,43,16555.0,16555.0,36080.0,36080.0
2024-10,C019,S2,P2,EUR,592.47,572415.27,572415.27,42,44,16940.0,16940.0,36960.0,36960.0
2024-11,C019,S2,P2,EUR,618.82,598012.77,598012.77,44,46,17710.0,17710.0,38720.0,38720.0
2024-12,C019,S2,P2,EUR,576.52,558616.92,558616.92,41,43,16555.0,16555.0,36080.0,36080.0
2025-01,C019,S2,P2,EUR,503.47,499365.25,499365.25,36,38,15352.0,15352.0,32580.0,32580.0
2025-02,C019,S2,P2,EUR,533.17,530198.78,530198.78,38,40,16160.0,16160.0,34390.0,34390.0
2025-03,C019,S2,P2,EUR,548.65,544017.34,544017.34,39,41,16564.0,16564.0,35295.0,35295.0
2025-04,C019,S2,P2,EUR,522.35,514106.42,514106.42,37,39,15756.0,15756.0,33485.0,33485.0
2025-05,C019,S2,P2,EUR,505.26,500441.04,500441.04,36,38,15352.0,15352.0,32580.0,32580.0
2025-06,C019,S2,P2,EUR,522.07,516672.78,516672.78,37,39,15756.0,15756.0,33485.0,33485.0
2025-07,C019,S2,P2,EUR,443.03,436782.64,436782.64,32,33,13332.0,13332.0,28960.0,28960.0
2025-08,C019,S2,P2,EUR,494.07,487684.41,487684.41,35,37,14948.0,14948.0,31675.0,31675.0
2025-09,C019,S2,P2,EUR,543.37,534806.64,534806.64,39,41,16564.0,16564.0,35295.0,35295.0
2025-10,C019,S2,P2,EUR,601.88,587332.85,587332.85,43,45,18180.0,18180.0,38915.0,38915.0
2025-11,C019,S2,P2,EUR,542.97,532919.95,532919.95,39,41,16564.0,16564.0,35295.0,35295.0
2025-12,C019,S2,P2,EUR,551.86,541984.39,541984.39,39,41,16564.0,16564.0,35295.0,35295.0
2024-01,C020,S5,P3,SEK,333.29,4530684.99,395503.03,31,27,118800.0,10370.56,311550.0,27196.54
2024-02,C020,S5,P3,SEK,343.45,4648813.67,406428.78,32,27,118800.0,10386.25,321600.0,28116.31
2024-03,C020,S5,P3,SEK,367.17,4929860.66,431985.41,34,29,127600.0,11181.11,341700.0,29941.9
2024-04,C020,S5,P3,SEK,342.84,4628994.65,403454.48,32,27,118800.0,10354.38,321600.0,28030.05
2024-05,C020,S5,P3,SEK,351.9,4764154.6,416822.37,32,28,123200.0,10778.94,321600.0,28137.22
2024-06,C020,S5,P3,SEK,349.4,4725355.1,414021.81,32,28,123200.0,10794.42,321600.0,28177.65
2024-07,C020,S5,P3,SEK,278.63,3769348.31,332481.99,26,22,96800.0,8538.41,261300.0,23048.43
2024-08,C020,S5,P3,SEK,289.17,3900282.12,340576.5,27,23,101200.0,8836.88,271350.0,23694.55
2024-09,C020,S5,P3,SEK,360.15,4842078.05,425004.66,33,29,127600.0,11199.86,331650.0,29109.98
2024-10,C020,S5,P3,SEK,396.9,5347669.0,468785.36,37,32,140800.0,12342.76,371850.0,32596.98
2024-11,C020,S5,P3,SEK,360.51,4852744.39,422952.4,33,29,127600.0,11121.28,331650.0,28905.74
2024-12,C020,S5,P3,SEK,357.6,4855063.22,425062.44,33,29,127600.0,11171.42,331650.0,29036.07
2025-01,C020,S5,P3,SEK,326.13,4446004.58,373525.94,30,26,120120.0,10091.74,310500.0,26086.3
2025-02,C020,S5,P3,SEK,305.03,4186942.43,352724.23,28,24,110880.0,9340.96,289800.0,24413.87
2025-03,C020,S5,P3,SEK,344.66,4726284.91,396310.9,32,28,129360.0,10847.16,331200.0,27771.95
2025-04,C020,S5,P3,SEK,357.98,4947080.92,417968.99,33,29,133980.0,11319.7,341550.0,28856.88
2025-05,C020,S5,P3,SEK,323.76,4451135.52,373611.74,30,26,120120.0,10082.43,310500.0,26062.21
2025-06,C020,S5,P3,SEK,330.33,4519041.47,381524.35,30,26,120120.0,10141.24,310500.0,26214.26
2025-07,C020,S5,P3,SEK,261.77,3580826.97,300874.43,24,21,97020.0,8151.98,248400.0,20871.49
2025-08,C020,S5,P3,SEK,314.31,4318647.13,367160.09,29,25,115500.0,9819.51,300150.0,25517.97
2025-09,C020,S5,P3,SEK,299.65,4109645.08,344942.51,28,24,110880.0,9306.7,289800.0,24324.32
