week_start,plant_id,production_t,energy_mwh,intensity,baseline,dev,dev_4w,breach
2024-03-25,P4,1258.13,618.59,0.49167,0.48306,0.01782,0.00144,False
2024-04-01,P4,1027.48,486.23,0.47323,0.47883,-0.01171,0.00178,False
2024-04-08,P4,957.46,455.11,0.47533,0.47504,0.00061,0.00382,False
2024-04-15,P4,981.27,455.86,0.46456,0.46881,-0.00907,-0.00059,False
2024-04-22,P4,1000.06,470.43,0.4704,0.46424,0.01327,-0.00172,False
2024-04-29,P4,948.73,436.94,0.46055,0.46002,0.00116,0.00149,False
2024-05-06,P4,1322.43,595.56,0.45035,0.46071,-0.02249,-0.00428,False
2024-05-13,P4,1326.27,602.43,0.45423,0.45698,-0.00602,-0.00352,False
2024-05-20,P4,1303.59,610.12,0.46803,0.45486,0.02895,0.0004,False
2024-05-27,P4,1291.93,583.62,0.45174,0.45371,-0.00433,-0.00097,False
2024-06-03,P4,1284.9,578.16,0.44996,0.45131,-0.00297,0.0039,False
2024-06-10,P4,1338.04,594.86,0.44458,0.44755,-0.00666,0.00375,False
2024-06-17,P4,1193.29,527.69,0.44221,0.44563,-0.00767,-0.00541,False
2024-06-24,P4,1218.38,547.39,0.44928,0.44617,0.00697,-0.00258,False
2024-07-01,P4,806.22,356.45,0.44212,0.44689,-0.01067,-0.00451,False
2024-07-08,P4,784.12,354.93,0.45265,0.45037,0.00505,-0.00158,False
2024-07-15,P4,845.32,378.88,0.44821,0.4485,-0.00066,0.00017,False
2024-07-22,P4,837.81,385.06,0.4596,0.44822,0.02539,0.00478,False
2024-07-29,P4,805.17,354.22,0.43993,0.44724,-0.01635,0.00336,False
2024-08-05,P4,1168.53,515.0,0.44072,0.44381,-0.00695,0.00036,False
2024-08-12,P4,1122.88,502.77,0.44775,0.44236,0.0122,0.00357,False
2024-08-19,P4,1107.1,477.2,0.43104,0.44449,-0.03027,-0.01034,False
2024-08-26,P4,1177.91,532.81,0.45234,0.44574,0.01481,-0.00255,False
2024-09-02,P4,1058.5,476.96,0.4506,0.44803,0.00573,0.00062,False
2024-09-09,P4,1115.05,498.38,0.44696,0.45101,-0.00898,-0.00468,False
2024-09-16,P4,1068.63,490.75,0.45923,0.45384,0.01187,0.00586,False
2024-09-23,P4,1038.14,462.93,0.44592,0.45658,-0.02333,-0.00368,False
2024-09-30,P4,1034.71,482.7,0.46651,0.46006,0.01401,-0.00161,False
2024-10-07,P4,1266.83,588.14,0.46426,0.4625,0.00381,0.00159,False
2024-10-14,P4,1215.28,564.35,0.46438,0.46743,-0.00653,-0.00301,False
2024-10-21,P4,1318.21,621.43,0.47142,0.47127,0.00032,0.0029,False
2024-10-28,P4,1216.94,572.68,0.47059,0.475,-0.00929,-0.00292,False
2024-11-04,P4,1356.03,658.62,0.4857,0.4803,0.01125,-0.00106,False
2024-11-11,P4,1218.46,588.44,0.48294,0.48349,-0.00115,0.00028,False
2024-11-18,P4,1319.8,647.8,0.49083,0.48508,0.01185,0.00316,False
2024-11-25,P4,1348.36,657.19,0.4874,0.48621,0.00245,0.0061,False
2024-12-02,P4,969.55,463.98,0.47855,0.49088,-0.02512,-0.00299,False
2024-12-09,P4,985.3,484.11,0.49133,0.49289,-0.00316,-0.0035,False
2024-12-16,P4,1003.85,508.24,0.50629,0.49187,0.02933,0.00087,False
2024-12-23,P4,1041.85,521.85,0.50089,0.49519,0.0115,0.00314,False
2024-12-30,P4,958.4,462.2,0.48226,0.49648,-0.02864,0.00226,False
2025-01-06,P4,1342.41,655.23,0.4881,0.49034,-0.00457,0.00191,False
2025-01-13,P4,1249.18,620.6,0.49681,0.49245,0.00884,-0.00322,False
2025-01-20,P4,1200.4,602.34,0.50178,0.49435,0.01504,-0.00233,False
2025-01-27,P4,1272.52,634.23,0.4984,0.49319,0.01057,0.00747,False
2025-02-03,P4,1293.99,646.97,0.49998,0.4962,0.00762,0.01052,False
2025-02-10,P4,1308.85,635.44,0.48549,0.49846,-0.026,0.00181,False
2025-02-17,P4,1257.13,615.83,0.48987,0.49753,-0.0154,-0.0058,False
2025-02-24,P4,1274.29,639.05,0.50149,0.49437,0.01442,-0.00484,False
2025-03-03,P4,1039.02,517.14,0.49772,0.49354,0.00847,-0.00463,False
2025-03-10,P4,1118.22,550.07,0.49192,0.49254,-0.00127,0.00156,False
2025-03-17,P4,1122.95,554.32,0.49363,0.48941,0.00863,0.00756,False
2025-03-24,P4,1095.48,539.11,0.49212,0.48522,0.01423,0.00751,False
2025-03-31,P4,1142.39,544.54,0.47667,0.48306,-0.01324,0.00209,False
2025-04-07,P4,1344.8,650.73,0.48389,0.47883,0.01055,0.00504,False
2025-04-14,P4,1346.19,638.8,0.47452,0.47504,-0.00108,0.00261,False
2025-04-21,P4,1318.74,602.57,0.45693,0.46881,-0.02535,-0.00728,False
2025-04-28,P4,1290.03,611.1,0.47371,0.46424,0.0204,0.00113,False
2025-05-05,P4,1346.11,627.44,0.46611,0.46002,0.01325,0.0018,False
2025-05-12,P4,1377.33,644.55,0.46797,0.46071,0.01575,0.00601,False
2025-05-19,P4,1281.37,583.61,0.45546,0.45698,-0.00333,0.01152,False
2025-05-26,P4,1241.64,552.03,0.4446,0.45486,-0.02257,0.00077,False
2025-06-02,P4,1011.96,444.05,0.4388,0.45371,-0.03286,-0.01075,False
2025-06-09,P4,988.29,455.36,0.46076,0.45131,0.02094,-0.00946,False
2025-06-16,P4,975.56,438.6,0.44959,0.44755,0.00454,-0.00749,False
2025-06-23,P4,1024.87,453.35,0.44235,0.44563,-0.00737,-0.00369,False
2025-06-30,P4,1037.03,460.15,0.44372,0.44617,-0.00549,0.00316,False
2025-07-07,P4,1082.42,478.15,0.44174,0.44689,-0.01153,-0.00496,False
2025-07-14,P4,1117.38,492.21,0.4405,0.45037,-0.02191,-0.01157,False
2025-07-21,P4,1180.85,532.81,0.45121,0.4485,0.00603,-0.00822,False
2025-07-28,P4,1143.46,507.27,0.44363,0.44822,-0.01025,-0.00942,False
2025-08-04,P4,1336.27,603.58,0.45169,0.44724,0.00994,-0.00405,False
2025-08-11,P4,1302.16,560.82,0.43068,0.44381,-0.02957,-0.00596,False
2025-08-18,P4,1317.72,577.43,0.4382,0.44236,-0.00939,-0.00982,False
2025-08-25,P4,1316.5,589.09,0.44747,0.44449,0.0067,-0.00558,False
2025-09-01,P4,1053.05,469.16,0.44552,0.44574,-0.00047,-0.00818,False
2025-09-08,P4,1069.24,488.67,0.45703,0.44803,0.02007,0.00423,False
2025-09-15,P4,1206.5,535.34,0.44371,0.45101,-0.01618,0.00253,False
2025-09-22,P4,1103.72,504.38,0.45698,0.45384,0.00691,0.00258,False
2025-09-29,P4,1108.31,511.38,0.46141,0.45658,0.01058,0.00535,False
2025-10-06,P4,1496.1,682.84,0.45641,0.46006,-0.00793,-0.00165,False
2025-10-13,P4,1473.8,728.15,0.49406,0.4625,0.06825,0.01945,False
2025-10-20,P4,1445.42,678.48,0.4694,0.46743,0.00421,0.01878,False
2025-10-27,P4,1381.19,656.48,0.4753,0.47127,0.00855,0.01827,False
2025-11-03,P4,1349.06,636.08,0.4715,0.475,-0.00738,0.01841,False
2025-11-10,P4,1451.04,703.6,0.48489,0.4803,0.00957,0.00374,False
2025-11-17,P4,1427.32,680.81,0.47698,0.48349,-0.01346,-0.00068,False
2025-11-24,P4,1360.25,654.3,0.48101,0.48508,-0.00839,-0.00491,False
2025-12-01,P4,1055.2,515.89,0.4889,0.48621,0.00554,-0.00168,False
2025-12-08,P4,1097.45,556.17,0.50678,0.49088,0.0324,0.00402,False
2025-12-15,P4,1110.67,555.13,0.49982,0.49289,0.01405,0.0109,False
2025-12-22,P4,1129.41,580.39,0.51389,0.49187,0.04477,0.02419,False
2025-12-29,P4,1037.42,495.04,0.47718,0.49519,-0.03637,0.01371,False
2024-01-01,P5,372.36,188.14,0.50526,0.50379,0.00292,,False
2024-01-08,P5,383.72,190.61,0.49674,0.50187,-0.01022,,False
2024-01-15,P5,418.28,213.06,0.50937,0.50374,0.01118,,False
2024-01-22,P5,381.01,189.02,0.4961,0.50346,-0.01461,-0.00268,False
2024-01-29,P5,407.59,208.37,0.51122,0.50558,0.01117,-0.00062,False
2024-02-05,P5,497.12,250.47,0.50384,0.50309,0.0015,0.00231,False
2024-02-12,P5,502.21,254.8,0.50736,0.50585,0.00299,0.00026,False
2024-02-19,P5,526.0,261.37,0.4969,0.50468,-0.0154,6e-05,False
2024-02-26,P5,498.6,254.24,0.50991,0.50394,0.01184,0.00023,False
2024-03-04,P5,517.92,261.74,0.50537,0.50479,0.00115,0.00014,False
2024-03-11,P5,553.14,276.67,0.50018,0.50268,-0.00497,-0.00185,False
2024-03-18,P5,557.36,285.13,0.51157,0.49929,0.02461,0.00816,False
2024-03-25,P5,542.46,263.83,0.48636,0.49232,-0.01211,0.00217,False
2024-04-01,P5,421.26,207.66,0.49295,0.48714,0.01193,0.00486,False
2024-04-08,P5,434.68,204.54,0.47055,0.4827,-0.02517,-0.00019,False
2024-04-15,P5,423.89,201.03,0.47425,0.48099,-0.01402,-0.00984,False
2024-04-22,P5,426.74,208.85,0.48941,0.47681,0.02642,-0.00021,False
2024-04-29,P5,414.79,198.19,0.47781,0.47559,0.00467,-0.00203,False
2024-05-06,P5,512.01,241.69,0.47204,0.47455,-0.00529,0.00294,False
2024-05-13,P5,507.71,235.8,0.46444,0.46814,-0.00791,0.00447,False
2024-05-20,P5,541.01,253.77,0.46907,0.4636,0.0118,0.00082,False
2024-05-27,P5,513.76,234.97,0.45735,0.46316,-0.01253,-0.00348,False
2024-06-03,P5,537.71,244.7,0.45508,0.46047,-0.01172,-0.00509,False
2024-06-10,P5,489.57,230.02,0.46984,0.45667,0.02885,0.0041,False
2024-06-17,P5,537.64,242.49,0.45103,0.45616,-0.01126,-0.00166,False
2024-06-24,P5,485.6,218.54,0.45004,0.45501,-0.01091,-0.00126,False
2024-07-01,P5,349.94,159.16,0.45482,0.45119,0.00806,0.00368,False
2024-07-08,P5,339.91,152.72,0.4493,0.44979,-0.0011,-0.0038,False
2024-07-15,P5,352.84,159.04,0.45074,0.45099,-0.00055,-0.00113,False
2024-07-22,P5,357.27,158.65,0.44406,0.44893,-0.01084,-0.00111,False
2024-07-29,P5,347.44,158.44,0.45602,0.45183,0.00927,-0.00081,False
2024-08-05,P5,512.9,227.99,0.44451,0.4545,-0.02198,-0.00602,False
2024-08-12,P5,518.48,240.49,0.46384,0.4572,0.01451,-0.00226,False
2024-08-19,P5,498.21,231.21,0.46408,0.45593,0.01789,0.00492,False
2024-08-26,P5,484.99,221.91,0.45756,0.45826,-0.00155,0.00222,False
2024-09-02,P5,449.84,202.27,0.44965,0.45707,-0.01624,0.00365,False
2024-09-09,P5,465.08,212.17,0.4562,0.45933,-0.00681,-0.00168,False
2024-09-16,P5,454.38,208.05,0.45788,0.4642,-0.01362,-0.00955,False
2024-09-23,P5,418.37,198.88,0.47537,0.46841,0.01486,-0.00545,False
2024-09-30,P5,482.93,232.72,0.48189,0.47425,0.01611,0.00263,False
2024-10-07,P5,578.57,272.34,0.47071,0.48185,-0.02312,-0.00144,False
2024-10-14,P5,557.22,270.48,0.48541,0.48086,0.00946,0.00433,False
2024-10-21,P5,536.17,265.87,0.49587,0.48434,0.0238,0.00656,False
2024-10-28,P5,551.93,259.64,0.47042,0.4898,-0.03957,-0.00736,False
2024-11-04,P5,581.07,290.12,0.49929,0.49234,0.0141,0.00195,False
2024-11-11,P5,572.39,285.07,0.49803,0.49375,0.00867,0.00175,False
2024-11-18,P5,599.22,298.47,0.4981,0.50149,-0.00676,-0.00589,False
2024-11-25,P5,572.06,287.7,0.50292,0.50196,0.00191,0.00448,False
2024-12-02,P5,455.46,231.87,0.50909,0.49956,0.01907,0.00572,False
2024-12-09,P5,463.53,232.54,0.50167,0.50172,-9e-05,0.00353,False
2024-12-16,P5,443.16,215.39,0.48603,0.50505,-0.03766,-0.00419,False
2024-12-23,P5,437.82,222.79,0.50886,0.50404,0.00957,-0.00228,False
2024-12-30,P5,435.82,226.45,0.5196,0.50483,0.02925,0.00027,False
2025-01-06,P5,492.07,248.03,0.50405,0.50379,0.00052,0.00042,False
2025-01-13,P5,495.5,248.37,0.50125,0.50187,-0.00123,0.00953,False
2025-01-20,P5,500.93,251.24,0.50155,0.50374,-0.00436,0.00604,False
2025-01-27,P5,476.41,249.61,0.52394,0.50346,0.04068,0.0089,False
2025-02-03,P5,460.57,235.88,0.51215,0.50558,0.01299,0.01202,False
2025-02-10,P5,470.75,241.07,0.5121,0.50309,0.01791,0.01681,False
2025-02-17,P5,479.45,243.76,0.50842,0.50585,0.00508,0.01917,False
2025-02-24,P5,479.29,245.9,0.51305,0.50468,0.0166,0.01315,False
2025-03-03,P5,429.42,216.58,0.50435,0.50394,0.00082,0.0101,False
2025-03-10,P5,421.4,207.37,0.4921,0.50479,-0.02514,-0.00066,False
2025-03-17,P5,440.77,217.43,0.4933,0.50268,-0.01866,-0.0066,False
2025-03-24,P5,446.79,223.38,0.49997,0.49929,0.00136,-0.0104,False
2025-03-31,P5,421.23,199.45,0.47349,0.49232,-0.03824,-0.02017,False
2025-04-07,P5,499.79,233.8,0.4678,0.48714,-0.0397,-0.02381,False
2025-04-14,P5,550.63,265.45,0.48208,0.4827,-0.00128,-0.01947,False
2025-04-21,P5,537.07,252.58,0.47029,0.48099,-0.02225,-0.02537,False
2025-04-28,P5,499.01,231.16,0.46324,0.47681,-0.02847,-0.02293,False
2025-05-05,P5,525.68,252.75,0.48081,0.47559,0.01097,-0.01026,False
2025-05-12,P5,512.47,237.75,0.46393,0.47455,-0.02239,-0.01553,False
2025-05-19,P5,487.4,230.39,0.47269,0.46814,0.00972,-0.00754,False
2025-05-26,P5,541.23,249.1,0.46025,0.4636,-0.00722,-0.00223,False
2025-06-02,P5,399.23,182.77,0.45781,0.46316,-0.01155,-0.00786,False
2025-06-09,P5,392.64,184.25,0.46926,0.46047,0.01908,0.00251,False
2025-06-16,P5,390.52,177.65,0.45491,0.45667,-0.00386,-0.00089,False
2025-06-23,P5,418.63,186.13,0.44462,0.45616,-0.02531,-0.00541,False
2025-06-30,P5,412.4,187.03,0.45352,0.45501,-0.00327,-0.00334,False
2025-07-07,P5,474.03,209.08,0.44107,0.45119,-0.02242,-0.01371,False
2025-07-14,P5,461.14,210.11,0.45563,0.44979,0.01298,-0.0095,False
2025-07-21,P5,466.89,207.09,0.44355,0.45099,-0.01649,-0.0073,False
2025-07-28,P5,495.11,221.01,0.44639,0.44893,-0.00566,-0.0079,False
2025-08-04,P5,550.98,248.91,0.45176,0.45183,-0.00017,-0.00233,False
2025-08-11,P5,519.92,243.01,0.4674,0.4545,0.02837,0.00151,False
2025-08-18,P5,522.09,230.67,0.44182,0.4572,-0.03364,-0.00277,False
2025-08-25,P5,494.64,225.14,0.45516,0.45593,-0.00168,-0.00178,False
2025-09-01,P5,439.52,203.04,0.46196,0.45826,0.00806,0.00028,False
2025-09-08,P5,439.76,206.23,0.46896,0.45707,0.02601,-0.00031,False
2025-09-15,P5,437.84,202.21,0.46184,0.45933,0.00545,0.00946,False
2025-09-22,P5,446.95,216.11,0.48352,0.4642,0.04163,0.02029,False
2025-09-29,P5,434.6,205.8,0.47354,0.46841,0.01095,0.02101,False
2025-10-06,P5,550.78,258.36,0.46908,0.47425,-0.0109,0.01178,False
2025-10-13,P5,597.18,283.29,0.47438,0.48185,-0.0155,0.00654,False
2025-10-20,P5,605.53,288.06,0.47572,0.48086,-0.0107,-0.00654,False
2025-10-27,P5,599.96,292.01,0.48672,0.48434,0.00491,-0.00805,False
2025-11-03,P5,571.78,277.55,0.48541,0.4898,-0.00896,-0.00757,False
2025-11-10,P5,549.25,266.88,0.4859,0.49234,-0.01309,-0.00696,False
2025-11-17,P5,581.53,293.36,0.50446,0.49375,0.02169,0.00114,False
2025-11-24,P5,570.15,283.12,0.49657,0.50149,-0.0098,-0.00254,False
2025-12-01,P5,444.9,222.96,0.50115,0.50196,-0.00163,-0.0007,False
2025-12-08,P5,442.02,229.47,0.51914,0.49956,0.03919,0.01236,False
2025-12-15,P5,423.91,208.44,0.49171,0.50172,-0.01995,0.00195,False
2025-12-22,P5,475.21,237.27,0.4993,0.50505,-0.0114,0.00156,False
2025-12-29,P5,497.15,252.98,0.50886,0.50404,0.00956,0.00435,False
